,Unnamed: 0,aiddata_id,aiddata_2_id,year,donor,recipient,commitment_amount_usd_constant,coalesced_purpose_code,coalesced_purpose_name
48587,48588,80350779.0,28017053.0,2006,Germany,India,240302.0,32120,Industrial development
48601,48602,80361471.0,20413831.0,2003,United States,Brazil,279377.0,21030,Rail transport
48626,48627,80381096.0,20413931.0,2003,United States,Brazil,149322.0,21030,Rail transport
48651,48652,80396010.0,20220480.0,2003,Canada,India,173018.0,32120,Industrial development
48728,48729,80456563.0,38628469.0,2008,Japan,India,855264417.0,21030,Rail transport
48742,48743,80467881.0,15105597.0,2000,United States,Brazil,2555.0,21030,Rail transport
48770,48771,80493193.0,15148043.0,2000,Australia,India,259215.0,32120,Industrial development
48772,48773,80495602.0,14994134.0,2000,Canada,Chile,717754.0,32120,Industrial development
48793,48794,80512627.0,24404611.0,2005,Norway,South Africa,105534.0,32120,Industrial development
48956,48957,80623165.0,25533068.0,2005,Spain,Brazil,68189.0,32120,Industrial development
49028,49029,80671592.0,18521975.0,2002,United States,Thailand,3689.0,32120,Industrial development
49134,49135,80753310.0,9867239.0,1995,Denmark,India,250964.0,32120,Industrial development
49145,49146,80766848.0,28387996.0,2006,Norway,India,6475.0,32120,Industrial development
49185,49186,80801525.0,9786995.0,1995,Belgium,Thailand,4551.0,21050,Air transport
49222,49223,80828352.0,18551331.0,2002,Japan,India,317319759.0,21030,Rail transport
49283,49284,80875754.0,10213231.0,1995,Canada,Chile,2017527.0,32120,Industrial development
49455,49456,81021704.0,29831401.0,2006,United States,Brazil,40630.0,32120,Industrial development
49473,49474,81028621.0,14711065.0,2000,United Kingdom,India,41565.0,23020,Power generation/non-renewable sources
49484,49485,81036952.0,11398954.0,1998,France,Chile,311665.0,32120,Industrial development
49528,49529,81071069.0,15101828.0,2000,United States,Brazil,2555.0,23020,Power generation/non-renewable sources
49546,49547,81084614.0,13135724.0,1999,Canada,Chile,452945.0,32120,Industrial development
49587,49588,81120071.0,20070426.0,2003,Spain,Colombia,306104.0,32120,Industrial development
49597,49598,81128119.0,14891726.0,2000,Spain,Brazil,7445.0,32120,Industrial development
49635,49636,81161672.0,11347842.0,1998,Belgium,Thailand,667213.0,32120,Industrial development
49677,49678,81193368.0,33295138.0,2007,Spain,India,14358.0,32120,Industrial development
49725,49726,81225595.0,15130948.0,2000,Japan,Thailand,17835174.0,21050,Air transport
49755,49756,81249545.0,13766239.0,1996,Norway,Chile,392917.0,32120,Industrial development
49852,49853,81322128.0,24407738.0,2005,Norway,South Africa,49038.0,32120,Industrial development
49947,49948,81388653.0,22670960.0,2004,Canada,Brazil,179599.0,32120,Industrial development
50007,50008,81436011.0,15100125.0,2000,United States,India,6388.0,32120,Industrial development
50033,50034,81455953.0,22554003.0,2004,Spain,Colombia,1297.0,32120,Industrial development
50132,50133,81527029.0,26128126.0,2005,United States,India,30607.0,21050,Air transport
50168,50169,81550436.0,31816549.0,2007,Italy,India,5224.0,32120,Industrial development
50205,50206,81577267.0,33293195.0,2007,Spain,India,9387.0,32120,Industrial development
50208,50209,81580613.0,10970167.0,1997,Switzerland,Colombia,743149.0,32120,Industrial development
50209,50210,81580768.0,22548693.0,2004,Spain,Chile,5536.0,21050,Air transport
50328,50329,81665163.0,21296538.0,2004,Denmark,South Africa,1096702.0,32120,Industrial development
50352,50353,81680943.0,28386395.0,2006,Norway,India,237405.0,32120,Industrial development
50432,50433,81731614.0,10323204.0,1995,Japan,India,166091025.0,23020,Power generation/non-renewable sources
50545,50546,81812853.0,9775796.0,1995,Belgium,Brazil,34135.0,32120,Industrial development
50555,50556,81818414.0,29908354.0,2006,United States,India,768672.0,32120,Industrial development
50630,50631,81880139.0,15103933.0,2000,United States,India,159710.0,21050,Air transport
50670,50671,81914599.0,20072272.0,2003,Spain,Colombia,1856.0,32120,Industrial development
50726,50727,81951304.0,13926031.0,1996,Canada,Thailand,1300827.0,32120,Industrial development
50797,50798,82018441.0,34383886.0,2007,Australia,India,21216.0,32120,Industrial development
50810,50811,82028741.0,10493183.0,1996,Japan,Thailand,79662598.0,21030,Rail transport
50856,50857,82067285.0,11527730.0,1998,Italy,Colombia,471189.0,32120,Industrial development
50934,50935,82123402.0,13518826.0,1996,Belgium,Brazil,34008.0,32120,Industrial development
50967,50968,82143986.0,18230219.0,2002,Spain,Brazil,2403.0,32120,Industrial development
51063,51064,82218138.0,18475592.0,2002,United States,Chile,3689.0,21050,Air transport
51083,51084,82232932.0,28280865.0,2006,Norway,South Africa,8633.0,32120,Industrial development
51163,51164,82305039.0,24496743.0,2005,Norway,India,33325.0,32120,Industrial development
51215,51216,82336691.0,15684191.0,2001,Germany,India,3527184.0,21030,Rail transport
51346,51347,82432729.0,18506484.0,2002,United States,India,12295.0,21050,Air transport
51357,51358,82436379.0,22554126.0,2004,Spain,Colombia,3816.0,32120,Industrial development
51385,51386,82450517.0,21914072.0,2004,Norway,India,14051.0,32120,Industrial development
51418,51419,82473424.0,20235491.0,2003,Canada,Thailand,163132.0,32120,Industrial development
51477,51478,82520348.0,15472767.0,2001,France,South Africa,1115394.0,21050,Air transport
51480,51481,82521707.0,15103645.0,2000,United States,Thailand,3833.0,21050,Air transport
51504,51505,82543321.0,12295049.0,1999,Belgium,Chile,38711.0,32120,Industrial development
51517,51518,82553898.0,13074089.0,1999,Spain,Colombia,19913.0,32120,Industrial development
51560,51561,82587870.0,22680635.0,2004,Canada,India,143679.0,32120,Industrial development
51571,51572,82597904.0,15100158.0,2000,United States,Brazil,31942.0,32120,Industrial development
51680,51681,82699999.0,14058157.0,2000,Belgium,Thailand,794139.0,32120,Industrial development
51685,51686,82703226.0,29908546.0,2006,United States,India,278918.0,21050,Air transport
51760,51761,82754382.0,12155079.0,1998,Japan,Thailand,31280093.0,21030,Rail transport
51761,51762,82755197.0,10181059.0,1995,United Kingdom,India,3249962.0,32120,Industrial development
51994,51995,82952168.0,13134261.0,1999,Canada,South Africa,1011935.0,32120,Industrial development
52021,52022,82966948.0,26362803.0,2005,Japan,India,184061735.0,23020,Power generation/non-renewable sources
52035,52036,82973102.0,14854735.0,2000,Spain,Brazil,32480.0,32120,Industrial development
52114,52115,83042404.0,20065260.0,2003,Spain,Brazil,2118.0,32120,Industrial development
52129,52130,83051983.0,19771123.0,2003,United Kingdom,India,23328667.0,23020,Power generation/non-renewable sources
52162,52163,83073979.0,18475662.0,2002,United States,Chile,98363.0,21050,Air transport
52170,52171,83080544.0,11991163.0,1998,Spain,Brazil,12765.0,32120,Industrial development
52184,52185,83093808.0,11932278.0,1998,Finland,India,14225.0,32120,Industrial development
52232,52233,83133834.0,33526841.0,2007,United States,South Africa,533570.0,21030,Rail transport
52387,52388,83247788.0,11874048.0,1998,United Kingdom,India,24489862.0,32120,Industrial development
52575,52576,83296672.0,27381501.0,2003,Canada,Poland,77842.0,32120,Industrial development
52624,52625,83301508.0,26950983.0,1997,Canada,Poland,58262.0,32120,Industrial development
52787,52788,83316913.0,27396084.0,2003,Japan,Poland,2569417.0,21030,RAIL TRANSPORT
52967,52968,83332006.0,27019013.0,1999,United States,Poland,32633.0,21030,RAIL TRANSPORT
53104,53105,83346553.0,26942716.0,1996,United Kingdom,Poland,1556650.0,21050,Air transport
53277,53278,83363752.0,27416869.0,2004,United States,Poland,4685.0,21050,Air transport
53952,53953,83429857.0,27282636.0,2002,United States,Korea,140167.0,21050,Air transport
54263,54264,83462422.0,26951269.0,1997,Sweden,Poland,383.0,21030,Rail transport
54305,54306,83467180.0,27166980.0,2001,United States,Poland,362339.0,32120,Industrial development
54462,54463,83482780.0,27303207.0,2002,United States,Poland,12295.0,23020,Power generation/non-renewable sources
54544,54545,83490463.0,27032408.0,1999,France,Poland,60938.0,32120,INDUSTRIAL DEVELOPMENT
54562,54563,83493544.0,27173166.0,2001,United States,Poland,28737.0,23020,Power generation/non-renewable sources
54796,54797,83516593.0,27057689.0,1999,Finland,Poland,600400.0,32120,Industrial development
54950,54951,83531140.0,27079218.0,2000,United Kingdom,Poland,742982.0,32120,INDUSTRIAL DEVELOPMENT
55020,55021,83539837.0,10461898.0,1995,United Kingdom,Poland,1145967.0,21050,Air transport
55064,55065,83544049.0,27089441.0,2000,United States,Poland,6388.0,21050,Air transport
55282,55283,83566864.0,26933992.0,1996,Canada,Poland,81356.0,32120,Industrial development
55285,55286,83567488.0,26966122.0,1997,Canada,Poland,715796.0,32120,Industrial development
55459,55460,83587105.0,27269676.0,2002,United States,Poland,30738.0,32120,Industrial development
55504,55505,83590498.0,27434674.0,2004,United States,Poland,30452.0,21050,Air transport
55975,55976,83639912.0,27323703.0,2003,Canada,Poland,25947.0,32120,Industrial development
56030,56031,83644943.0,26945150.0,1996,Canada,Poland,126242.0,32120,Industrial development
56052,56053,83647595.0,27070807.0,2000,United States,Poland,3833.0,32120,Industrial development
56274,56275,83668850.0,26938255.0,1996,Canada,Poland,56107.0,23020,Power generation/non-renewable sources
56278,56279,83669123.0,26947658.0,1996,Canada,Poland,57510.0,32120,Industrial development
56287,56288,83669903.0,26972224.0,1998,France,Poland,128033.0,32120,INDUSTRIAL DEVELOPMENT
56292,56293,83670137.0,26984424.0,1998,Italy,Poland,659219.0,21030,Rail transport
56300,56301,83670878.0,27007474.0,1998,Canada,Poland,278199.0,32120,Industrial development
56396,56397,83682773.0,26928867.0,1996,Finland,Poland,138025.0,32120,Industrial development
56436,56437,83686166.0,27081768.0,2000,United States,Korea,635006.0,32120,Industrial development
56447,56448,83687219.0,27129132.0,2001,United States,Poland,221152.0,32120,Industrial development
56537,56538,83695877.0,26964585.0,1997,Canada,Poland,22195.0,32120,Industrial development
56552,56553,83696891.0,27006621.0,1998,Canada,Poland,1390995.0,32120,Industrial development
56590,56591,83701727.0,27246367.0,2002,United States,Korea,3689.0,21050,Air transport
56774,56775,83718965.0,27428302.0,2004,France,Poland,631466.0,21030,Rail transport
56894,56895,83730549.0,27431267.0,2004,United States,Poland,4685.0,32120,Industrial development
57327,57328,83771772.0,10471607.0,1995,France,Poland,183916.0,32120,Industrial development
57375,57376,83776218.0,27127222.0,2000,United States,Poland,351362.0,23020,Power generation/non-renewable sources
57453,57454,83782692.0,27425028.0,2004,United States,Poland,199110.0,21050,Air transport
57802,57803,83816934.0,27249368.0,2002,United States,Poland,399599.0,21050,Air transport
57907,57908,83826255.0,27134911.0,2001,United States,Korea,81214.0,23020,Power generation/non-renewable sources
58250,58251,83858742.0,27002467.0,1998,Finland,Poland,2743161.0,32120,Industrial development
58331,58332,83867010.0,27370934.0,2003,Canada,Poland,28418.0,32120,Industrial development
58382,58383,83872119.0,26962114.0,1997,Canada,Poland,364834.0,32120,Industrial development
58409,58410,83875005.0,27106937.0,2000,United States,Poland,383303.0,32120,Industrial development
58873,58874,83923833.0,26980633.0,1998,France,Poland,10316.0,21050,AIR TRANSPORT
59228,59229,83961234.0,27325029.0,2003,United States,Poland,3613.0,23020,Power generation/non-renewable sources
59323,59324,83970789.0,27418441.0,2004,France,Poland,631466.0,21030,Rail transport
59370,59371,83974650.0,10473757.0,1995,Sweden,Poland,250129.0,21050,Air transport
59725,59726,84009321.0,27246897.0,2002,United States,Poland,331975.0,32120,Industrial development
59955,59956,84032292.0,26956917.0,1997,Canada,Poland,37454.0,32120,Industrial development
59965,59966,84033345.0,27076127.0,2000,United States,Korea,29387.0,32120,Industrial development
60013,60014,84037947.0,27086477.0,2000,United States,Poland,447187.0,21050,Air transport
60143,60144,84050856.0,10461729.0,1995,Canada,Poland,1476778.0,21050,Air transport
60327,60328,84069538.0,27146889.0,2001,Italy,Poland,683395.0,21030,Rail transport
60454,60455,84084085.0,27478771.0,2004,United States,Poland,255329.0,32120,Industrial development
60846,60847,84122500.0,26947401.0,1996,Finland,Poland,1350248.0,32120,Industrial development
60926,60927,84129325.0,27334498.0,2003,Canada,Poland,232289.0,32120,Industrial development
60959,60960,84132484.0,10465358.0,1995,France,Poland,95364.0,32120,Industrial development
62019,62020,84622020.0,9130999.0,1993,United States,India,3622916.0,23020,Power generation/non-renewable sources
62044,62045,84629783.0,9320229.0,1994,Denmark,India,417269.0,32120,Industrial development
62054,62055,84632943.0,7337176.0,1986,Japan,Brazil,5493751.0,32120,Industrial development
62055,62056,84633178.0,6204713.0,1982,Germany,India,18032152.0,32120,Industrial development
62058,62059,84633998.0,6463454.0,1975,Switzerland,India,4564000.0,32120,Industrial development
62060,62061,84635871.0,5928314.0,1979,Japan,Brazil,2736572.0,32120,Industrial development
62067,62068,84637900.0,8968199.0,1993,Netherlands,India,431593.0,32120,Industrial development
62074,62075,84641293.0,6420230.0,1977,Japan,Brazil,387395.0,32120,Industrial development
62075,62076,84641527.0,6432392.0,1973,Japan,Korea,23174650.0,32120,Industrial development
62081,62082,84644686.0,9282448.0,1994,Belgium,Thailand,120701.0,21050,Air transport
62083,62084,84646051.0,10420399.0,1992,France,Poland,2837938.0,32120,INDUSTRIAL DEVELOPMENT
62098,62099,84655963.0,7731135.0,1988,Japan,India,222681507.0,32120,Industrial development
62100,62101,84658147.0,5851298.0,1979,Belgium,India,3285495.0,60040,Rescheduling and refinancing
62107,62108,84661969.0,6105804.0,1981,Sweden,India,224755.0,32120,Industrial development
62127,62128,84676048.0,6183626.0,1982,France,India,93574528.0,32120,Industrial development
62132,62133,84679909.0,6798487.0,1984,Denmark,India,18021439.0,32120,Industrial development
62148,62149,84685877.0,7137917.0,1985,Japan,Thailand,37357280.0,32120,Industrial development
62149,62150,84685994.0,7141255.0,1985,Japan,Korea,1327948.0,32120,Industrial development
62150,62151,84687866.0,6756039.0,1974,United Kingdom,India,99075869.0,60040,Rescheduling and refinancing
62165,62166,84699060.0,9118351.0,1993,Canada,India,3800125.0,32120,Industrial development
62191,62192,84715484.0,5839036.0,1978,Japan,Korea,342912.0,32120,Industrial development
62193,62194,84717629.0,10416363.0,1990,Germany,Poland,2178121340.0,60040,RESCHEDULING AND REFINANCING
62218,62219,84732689.0,6802874.0,1984,France,India,27785703.0,32120,Industrial development
62229,62230,84738696.0,6643537.0,1983,United States,Thailand,6887792.0,32120,Industrial development
62255,62256,84751839.0,7397736.0,1987,Italy,India,168309742.0,23020,Power generat./non-renewable sources
62264,62265,84757145.0,7727252.0,1988,Japan,India,36519767.0,32120,Industrial development
62266,62267,84758705.0,6368144.0,1983,Germany,India,2636115.0,32120,Industrial development
62275,62276,84766507.0,9172481.0,1993,Japan,Thailand,166150660.0,32120,Industrial development
62279,62280,84767209.0,6551879.0,1977,Germany,Colombia,5846265.0,32120,Industrial development
62285,62286,84769435.0,6803107.0,1984,France,Korea,14930184.0,32120,Industrial development
62294,62295,84772205.0,7031633.0,1985,Netherlands,Thailand,460979.0,32120,Industrial development
62320,62321,84788431.0,6587444.0,1976,Switzerland,India,4090484.0,32120,Industrial development
62373,62374,84817428.0,8226061.0,1990,Japan,Thailand,89113594.0,21030,Rail transport
62374,62375,84817623.0,8234013.0,1990,Australia,India,315922.0,32120,Industrial development
62384,62385,84821370.0,8431128.0,1991,United Kingdom,India,3767416.0,23020,Power generation/non-renewable sources
62387,62388,84822579.0,8508260.0,1991,Japan,Thailand,638763.0,32120,Industrial development
62392,62393,84826291.0,8742014.0,1992,United Kingdom,India,413922.0,32120,Industrial development
62421,62422,84840859.0,9718065.0,1994,Japan,Brazil,15632986.0,32120,Industrial development
62432,62433,84843943.0,7588848.0,1988,Germany,India,79034323.0,32120,Industrial development
62433,62434,84843982.0,6074734.0,1981,Germany,Thailand,11882572.0,32120,Industrial development
62452,62453,84850019.0,10425171.0,1992,Belgium,Poland,10982800.0,60040,RESCHEDULING AND REFINANCING
62470,62471,84860247.0,10421861.0,1992,Germany,Poland,146810655.0,60040,RESCHEDULING AND REFINANCING
62478,62479,84866538.0,9117909.0,1993,Canada,Chile,2692551.0,32120,Industrial development
62479,62480,84866850.0,9127092.0,1993,Canada,Brazil,214613.0,32120,Industrial development
62491,62492,84873183.0,9575242.0,1994,Finland,India,758832.0,32120,Industrial development
62508,62509,84879623.0,6726869.0,1975,Germany,India,16583217.0,32120,Industrial development
62509,62510,84880052.0,7205707.0,1986,Germany,India,25515015.0,32120,Industrial development
62531,62532,84890380.0,6503743.0,1977,Netherlands,India,704628.0,21050,Air transport
62541,62542,84893851.0,5822902.0,1978,Canada,India,63509.0,32120,Industrial development
62543,62544,84894865.0,5850667.0,1979,Austria,Brazil,855358.0,32120,Industrial development
62567,62568,84908281.0,6729022.0,1975,Switzerland,Chile,1984348.0,32120,Industrial development
62568,62569,84908554.0,6736819.0,1975,France,India,50728912.0,32120,Industrial development
62579,62580,84912532.0,6993684.0,1985,France,India,72058942.0,23020,Power generation/non-renewable sources
62590,62591,84920099.0,7480537.0,1987,Canada,Colombia,258843.0,32120,Industrial development
62604,62605,84927088.0,7931213.0,1989,Canada,Brazil,792639.0,32120,Industrial development
62608,62609,84927790.0,7979115.0,1989,Japan,India,61953442.0,32120,Industrial development
62638,62639,84944458.0,9097442.0,1993,Finland,India,151478.0,32120,Industrial development
62673,62674,84957781.0,6728825.0,1975,Switzerland,Brazil,700358.0,32120,Industrial development
62676,62677,84958444.0,6370168.0,1983,Germany,Thailand,19441349.0,21030,Rail transport
62679,62680,84958600.0,6205291.0,1982,Germany,India,28352440.0,32120,Industrial development
62680,62681,84959146.0,7389105.0,1987,Germany,India,8924402.0,21030,Rail transport
62681,62682,84959185.0,7589013.0,1988,Germany,India,69155033.0,23020,Power generation/non-renewable sources
62700,62701,84965098.0,6293728.0,1982,Japan,India,3624104.0,32120,Industrial development
62748,62749,84998990.0,7410377.0,1987,Netherlands,Thailand,5008667.0,32120,Industrial development
62757,62758,85006134.0,7799279.0,1989,Germany,Brazil,86984433.0,60040,Rescheduling and refinancing
62772,62773,85016520.0,8438979.0,1991,United Kingdom,India,487253.0,32120,Industrial development
62809,62810,85036750.0,10407516.0,1985,Germany,Poland,1011193324.0,60040,RESCHEDULING AND REFINANCING
62821,62822,85040182.0,5969008.0,1980,Germany,India,54514668.0,32120,Industrial development
62822,62823,85040377.0,5868006.0,1979,Germany,India,12980971.0,32120,Industrial development
62823,62824,85040572.0,6834748.0,1984,Germany,India,21531857.0,32120,Industrial development
62825,62826,85040767.0,7795146.0,1989,Germany,India,21718116.0,21030,Rail transport
62852,62853,85050029.0,7092651.0,1985,Canada,Brazil,105258.0,32120,Industrial development
62862,62863,85060600.0,6159748.0,1981,Japan,India,245369884.0,32120,Industrial development
62866,62867,85060873.0,6183897.0,1982,France,Brazil,9575068.0,21030,Rail transport
62868,62869,85061770.0,6254408.0,1982,United Kingdom,Brazil,98608165.0,23020,Power generation/non-renewable sources
62910,62911,85083848.0,7534724.0,1987,Japan,Thailand,40101304.0,32120,Industrial development
62911,62912,85084355.0,7564511.0,1988,France,India,9276212.0,21030,Rail transport
62961,62962,85113377.0,9606479.0,1994,Canada,Thailand,1833489.0,32120,Industrial development
62966,62967,85116814.0,10415731.0,1990,Germany,Poland,416153513.0,60040,RESCHEDULING AND REFINANCING
62983,62984,85119507.0,5778518.0,1978,Germany,India,47084936.0,32120,Industrial development
62984,62985,85119702.0,6835946.0,1984,Germany,Colombia,152345423.0,21030,Rail transport
62996,62997,85126504.0,5837554.0,1978,Japan,Brazil,2194634.0,32120,Industrial development
63025,63026,85140271.0,6420344.0,1977,Japan,Brazil,172175.0,32120,Industrial development
63026,63027,85142533.0,6558704.0,1977,Germany,India,42049374.0,60040,Rescheduling and refinancing
63048,63049,85156145.0,7335047.0,1986,Japan,Thailand,11433870.0,23020,Power generation/non-renewable sources
63075,63076,85179915.0,8844971.0,1992,Japan,India,204750743.0,23020,Power generation/non-renewable sources
63095,63096,85187651.0,9313683.0,1994,Denmark,Thailand,108409.0,32120,Industrial development
63098,63099,85190236.0,9541494.0,1994,Switzerland,India,649202.0,32120,Industrial development
63122,63123,85198077.0,6777142.0,1974,Germany,India,11129808.0,32120,Industrial development
63123,63124,85198155.0,5742033.0,1973,Germany,India,8532754.0,32120,Industrial development
63131,63132,85199838.0,8298055.0,1991,Germany,India,71304419.0,21030,Rail transport
63154,63155,85207769.0,10417972.0,1991,United Kingdom,Poland,37674165.0,32120,Industrial development
63159,63160,85213502.0,6094469.0,1981,Norway,India,188593.0,32120,Industrial development
63172,63173,85221848.0,6606742.0,1976,Netherlands,India,11540785.0,60040,Rescheduling and refinancing
63174,63175,85222160.0,6621527.0,1983,Canada,Thailand,716244.0,32120,Industrial development
63175,63176,85223369.0,6802451.0,1984,France,Thailand,16708469.0,21030,Rail transport
63191,63192,85230818.0,7132695.0,1985,Japan,Thailand,11695263.0,32120,Industrial development
63233,63234,85257678.0,8490055.0,1991,Japan,India,3992269.0,32120,Industrial development
63271,63272,85273311.0,9611757.0,1994,Canada,India,361846.0,32120,Industrial development
63296,63297,85280450.0,7021463.0,1985,Germany,Thailand,11802291.0,21030,Rail transport
63297,63298,85280489.0,8568858.0,1992,Germany,India,226373056.0,32120,Industrial development
63303,63304,85283818.0,9099238.0,1993,Finland,India,6256027.0,32120,Industrial development
63308,63309,85285967.0,6268497.0,1982,Canada,Thailand,307283.0,32120,Industrial development
63314,63315,85292014.0,5850515.0,1979,Austria,Thailand,1283038.0,32120,Industrial development
63315,63316,85292053.0,5892310.0,1979,Switzerland,India,2788448.0,32120,Industrial development
63316,63317,85292872.0,5912175.0,1979,Canada,India,159410.0,21030,Rail transport
63319,63320,85295095.0,5926640.0,1979,Japan,Brazil,1548499.0,32120,Industrial development
63326,63327,85299307.0,6162099.0,1981,Japan,Korea,294444.0,32120,Industrial development
63330,63331,85301608.0,6301797.0,1982,Japan,India,32375332.0,21030,Rail transport
63360,63361,85319704.0,7400413.0,1987,Netherlands,Thailand,3091770.0,32120,Industrial development
63373,63374,85329504.0,8014519.0,1990,France,Chile,1781908.0,21030,Rail transport
63406,63407,85344427.0,9117297.0,1993,Canada,South Africa,916613.0,32120,Industrial development
63427,63428,85354152.0,10432148.0,1993,Sweden,Poland,114310.0,32120,Industrial development
63434,63435,85355946.0,6207549.0,1982,Germany,India,22681952.0,32120,Industrial development
63439,63440,85358415.0,8921044.0,1993,Germany,India,16747301.0,32120,Industrial development
63463,63464,85366390.0,6367965.0,1983,Germany,India,170249106.0,23020,Power generation/non-renewable sources
63466,63467,85367875.0,5839074.0,1978,Japan,Korea,164598.0,32120,Industrial development
63482,63483,85378015.0,6621922.0,1983,Canada,Thailand,306962.0,32120,Industrial development
63510,63511,85392992.0,7441609.0,1987,Sweden,India,2357658.0,23020,Power generation/non-renewable sources
63527,63528,85404977.0,8148399.0,1990,United Kingdom,Colombia,9218863.0,23020,Power generation/non-renewable sources
63548,63549,85416409.0,8849295.0,1992,Australia,India,10264278.0,32120,Industrial development
63583,63584,85432264.0,10435291.0,1994,Sweden,Poland,342219.0,32120,Industrial development
63611,63612,85441106.0,6305155.0,1982,Japan,Korea,422812.0,32120,Industrial development
63615,63616,85442120.0,5734469.0,1974,Austria,India,8081078.0,23020,Power generation/non-renewable sources
63645,63646,85459717.0,6570927.0,1977,France,India,44562239.0,60040,Rescheduling and refinancing
63646,63647,85460302.0,6623692.0,1983,Canada,Brazil,669177.0,32120,Industrial development
63662,63663,85470715.0,7274841.0,1986,Canada,Brazil,6054352.0,23020,Power generation/non-renewable sources
63675,63676,85477934.0,7729613.0,1988,Japan,Thailand,34281533.0,21030,Rail transport
63677,63678,85479105.0,7771202.0,1989,France,India,16022369.0,32120,Industrial development
63685,63686,85483209.0,7983570.0,1989,Japan,Korea,390979.0,32120,Industrial development
63739,63740,85511325.0,7588765.0,1988,Germany,India,20746510.0,32120,Industrial development
63784,63785,85534087.0,6419015.0,1977,Japan,Brazil,24391507.0,32120,Industrial development
63803,63804,85544422.0,7036111.0,1985,Netherlands,India,261221.0,32120,Industrial development
63848,63849,85570932.0,8751720.0,1992,United Kingdom,India,4838023.0,23020,Power generation/non-renewable sources
63878,63879,85584220.0,9604881.0,1994,Canada,South Africa,1175825.0,32120,Industrial development
63900,63901,85590316.0,5967124.0,1980,Germany,India,43363940.0,32120,Industrial development
63901,63902,85590979.0,6555361.0,1977,Germany,India,13035306.0,32120,Industrial development
63902,63903,85591213.0,6798331.0,1984,Denmark,India,32438591.0,32120,Industrial development
63905,63906,85593013.0,8762855.0,1992,Finland,Thailand,56430187.0,32120,Industrial development
63918,63919,85598224.0,6158950.0,1981,Japan,India,17421262.0,23020,Power generation/non-renewable sources
63923,63924,85601429.0,9574882.0,1994,United Kingdom,Thailand,12447775.0,32120,Industrial development
63931,63932,85604318.0,7731838.0,1988,Japan,Brazil,11305369.0,32120,Industrial development
63932,63933,85605762.0,8903518.0,1993,France,India,9940759.0,32120,Industrial development
63933,63934,85605879.0,8906485.0,1993,France,India,334706.0,32120,Industrial development
63940,63941,85612241.0,9319809.0,1994,Denmark,India,120485.0,32120,Industrial development
63948,63949,85614777.0,9468857.0,1994,Sweden,India,482788.0,21030,Rail transport
63989,63990,85645237.0,7479096.0,1987,Canada,Brazil,101055.0,32120,Industrial development
64012,64013,85661158.0,8439630.0,1991,United Kingdom,Thailand,2062033.0,32120,Industrial development
64013,64014,85661899.0,8474083.0,1991,United States,India,1637606.0,32120,Industrial development
64034,64035,85671232.0,9127127.0,1993,Canada,Chile,368542.0,32120,Industrial development
64049,64050,85679435.0,9715995.0,1994,Japan,Thailand,79738649.0,21030,Rail transport
64061,64062,85681542.0,6423287.0,1973,Germany,Korea,29015007.0,21030,Rail transport
64066,64067,85683298.0,5868341.0,1979,Germany,India,19471457.0,32120,Industrial development
64089,64090,85690567.0,6912407.0,1984,Canada,Colombia,306441.0,32120,Industrial development
64093,64094,85693885.0,5756639.0,1977,Australia,India,7579622.0,32120,Industrial development
64098,64099,85697239.0,6053174.0,1981,France,Brazil,28788351.0,21030,Rail transport
64099,64100,85698760.0,6158608.0,1981,Japan,Thailand,101828502.0,21030,Rail transport
64100,64101,85699540.0,6220605.0,1982,Netherlands,Colombia,75575.0,32120,Industrial development
64104,64105,85700164.0,6265073.0,1982,Canada,Colombia,196921.0,32120,Industrial development
64121,64122,85710070.0,6869136.0,1984,Norway,India,8816690.0,32120,Industrial development
64123,64124,85710577.0,6898196.0,1984,Canada,Thailand,968750.0,32120,Industrial development
64144,64145,85727938.0,7906012.0,1989,United Kingdom,Brazil,2961150.0,60040,Rescheduling and refinancing
64149,64150,85730671.0,8131886.0,1990,Sweden,Thailand,4486451.0,32120,Industrial development
64156,64157,85736950.0,8576663.0,1992,Italy,Colombia,1330858.0,21050,Air transport
64185,64186,85755146.0,10428219.0,1993,Belgium,Brazil,63809098.0,60040,RESCHEDULING AND REFINANCING
64197,64198,85757876.0,6477394.0,1976,Germany,India,14530331.0,32120,Industrial development
64217,64218,85766316.0,6956988.0,1984,Japan,Saudi Arabia,16883874.0,32120,Industrial development
64219,64220,85766979.0,7765108.0,1989,Denmark,India,6931213.0,32120,Industrial development
64237,64238,85781448.0,6447266.0,1974,United Kingdom,Chile,4483183.0,60040,Rescheduling and refinancing
64252,64253,85790418.0,7036049.0,1985,Netherlands,Thailand,496833.0,32120,Industrial development
64254,64255,85792290.0,7141615.0,1985,Australia,India,360618.0,32120,Industrial development
64260,64261,85795177.0,7305635.0,1986,United States,Thailand,20082811.0,32120,Industrial development
64262,64263,85797205.0,7418885.0,1987,Norway,India,9395547.0,32120,Industrial development
64266,64267,85798769.0,7503161.0,1987,United States,Thailand,2888062.0,32120,Industrial development
64277,64278,85805328.0,7909163.0,1989,United Kingdom,Thailand,2020009.0,32120,Industrial development
64283,64284,85809620.0,8172501.0,1990,Canada,Thailand,7762982.0,32120,Industrial development
64295,64296,85817192.0,8732762.0,1992,United Kingdom,India,1000718.0,23020,Power generation/non-renewable sources
64308,64309,85826642.0,9378166.0,1994,Germany,Colombia,39212561.0,21030,Rail transport
